Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
372	400.000	0.063	400.003	0.284	3.290	2.655	1783029508.734
373	400.000	-0.045	400.003	0.147	5.601	2.655	1783029508.976
374	400.000	-0.041	400.000	0.397	0.131	2.655	1783029509.239
375	400.000	-0.009	399.997	0.036	6.246	2.655	1783029509.476
376	400.000	0.040	399.997	0.267	3.261	2.655	1783029509.744
377	400.000	-0.020	399.999	0.099	2.719	2.655	1783029510.024
378	400.000	-0.020	400.003	0.165	5.489	2.655	1783029510.268
379	400.000	0.015	399.998	0.425	6.231	2.655	1783029510.516
380	400.000	0.040	399.998	0.040	4.084	2.655	1783029510.773
381	400.000	-0.004	400.000	0.249	3.335	2.655	1783029511.029
382	400.000	0.038	400.001	0.194	3.293	2.655	1783029511.281
383	400.000	0.018	400.001	0.210	5.878	2.655	1783029511.539
384	400.000	-0.017	399.999	0.384	6.211	2.655	1783029511.766
385	400.000	0.007	400.000	0.124	4.191	2.655	1783029512.055
386	400.000	0.010	400.001	0.290	3.057	2.655	1783029512.289
387	400.000	-0.024	400.002	0.148	3.243	2.655	1783029512.550
388	400.000	-0.020	400.002	0.115	6.231	2.655	1783029512.789
389	400.000	0.009	400.000	0.331	0.098	2.655	1783029513.041
390	400.000	0.019	399.998	0.052	1.829	2.655	1783029513.280
391	400.000	0.011	399.999	0.320	3.217	2.655	1783029513.528
392	400.000	-0.035	399.998	0.233	3.086	2.655	1783029513.801
393	400.000	-0.010	399.999	0.342	6.219	2.655	1783029514.023
394	400.000	0.007	400.002	0.395	6.177	2.655	1783029514.295
395	400.000	0.004	399.998	0.042	4.513	2.655	1783029514.544
396	400.000	-0.024	399.998	0.325	3.157	2.655	1783029514.780
397	400.000	-0.013	399.998	0.101	3.411	2.655	1783029515.058
